# Extracted surface points
# Object: trace_plane_Stand
# CoordinateSpace: World
# Units: meters
# Count: 3377
# Color 0: Name=Green, RGB=0,255,0, Tolerance=0
# Color 1: Name=SecondColor, RGB=255,0,0, Tolerance=0
index,x,y,z,colorIndex,colorName
490,-0.07824979,0.06764705,0.06401820,0,Green
491,-0.07820603,0.06782740,0.06298666,0,Green
492,-0.07814277,0.06775473,0.06351846,0,Green
493,-0.07723273,0.06763380,0.06535067,0,Green
494,-0.07690798,0.06757621,0.06599783,0,Green
495,-0.07735655,0.06743993,0.06617539,0,Green
496,-0.07733000,0.06733549,0.06666454,0,Green
497,-0.07697631,0.06733210,0.06701823,0,Green
498,-0.07662262,0.06732871,0.06737191,0,Green
499,-0.07709266,0.06719352,0.06748594,0,Green
500,-0.07680757,0.06749547,0.06648096,0,Green
501,-0.07550634,0.06707091,0.06929688,0,Green
502,-0.07686156,0.06774224,0.04474674,0,Green
503,-0.07650729,0.06772380,0.04439245,0,Green
504,-0.07615300,0.06770536,0.04403817,0,Green
505,-0.07602780,0.06780167,0.04451291,0,Green
506,-0.07567271,0.06777367,0.04416183,0,Green
