# Extracted surface points
# Object: trace_plane_Stand
# CoordinateSpace: World
# Units: meters
# Count: 4170
# Color 0: Name=Green, RGB=0,255,0, Tolerance=0
# Color 1: Name=SecondColor, RGB=255,0,0, Tolerance=0
index,x,y,z,colorIndex,colorName
188,-0.02935375,0.05174827,0.08415260,0,Green
189,-0.02935375,0.05157830,0.08462467,0,Green
190,-0.02935375,0.05140834,0.08509675,0,Green
191,-0.02974059,0.05185205,0.08445202,0,Green
192,-0.02962121,0.05139328,0.08551957,0,Green
193,-0.02890847,0.05111859,0.08519958,0,Green
194,-0.02861534,0.05054525,0.08627723,0,Green
195,-0.02896716,0.05060942,0.08662906,0,Green
196,-0.02902363,0.05081540,0.08617298,0,Green
197,-0.02890853,0.05093122,0.08569954,0,Green
198,-0.02933854,0.05109589,0.08590369,0,Green
199,-0.02847736,0.05027371,0.08681676,0,Green
200,0.00342742,0.03071121,0.07150014,0,Green
201,0.00311038,0.03093819,0.07181717,0,Green
202,0.00517539,0.02945295,0.06975216,0,Green
203,0.00486011,0.02967992,0.07006745,0,Green
204,0.00454482,0.02990689,0.07038272,0,Green
205,0.00422954,0.03013386,0.07069801,0,Green
206,0.00391425,0.03036082,0.07101329,0,Green
207,0.00448477,0.02995909,0.06988728,0,Green
208,0.00416734,0.03018761,0.07020470,0,Green
209,0.00517754,0.02946428,0.06869478,0,Green
210,0.00517754,0.02945816,0.06919665,0,Green
211,0.00484080,0.02970260,0.06947548,0,Green
212,0.00690410,0.02823156,0.06632266,0,Green
213,0.00690410,0.02822581,0.06682301,0,Green
214,0.00690195,0.02822163,0.06732336,0,Green
215,0.00679458,0.02829446,0.06780655,0,Green
216,0.00655191,0.02848005,0.06707212,0,Green
217,0.00644454,0.02855288,0.06755530,0,Green
218,0.00629422,0.02865727,0.06802130,0,Green
219,0.00604296,0.02884538,0.06761328,0,Green
220,0.00636294,0.02860048,0.06856461,0,Green
221,0.00603867,0.02883325,0.06888887,0,Green
222,0.00572299,0.02905985,0.06920455,0,Green
223,0.00598498,0.02887852,0.06839067,0,Green
224,0.00566286,0.02910980,0.06870849,0,Green
225,0.00862851,0.02701162,0.06457248,0,Green
226,0.00831029,0.02723680,0.06489069,0,Green
227,0.00799207,0.02746198,0.06520891,0,Green
228,0.00767385,0.02768715,0.06552714,0,Green
229,0.00735562,0.02791233,0.06584536,0,Green
230,0.00863066,0.02702183,0.06394894,0,Green
231,0.00830599,0.02725039,0.06427361,0,Green
232,0.00776630,0.02760704,0.06653555,0,Green
233,0.00733412,0.02791388,0.06696773,0,Green
234,0.00736423,0.02789789,0.06646889,0,Green
235,0.00862851,0.02700295,0.06519816,0,Green
236,0.00819633,0.02730864,0.06563894,0,Green
237,0.00776630,0.02761371,0.06601307,0,Green
238,0.00474589,0.02975586,0.07081515,0,Green
239,0.00431425,0.03006718,0.07118666,0,Green
240,0.00366572,0.03052393,0.07236134,0,Green
241,0.00388261,0.03037222,0.07193613,0,Green
242,0.00334360,0.03075444,0.07266842,0,Green
243,0.00306013,0.03096724,0.07231408,0,Green
244,0.00301933,0.03098694,0.07297121,0,Green
245,0.00273587,0.03119974,0.07261688,0,Green
246,0.00265856,0.03124726,0.07320099,0,Green
247,0.00237509,0.03146006,0.07284666,0,Green
248,0.00204828,0.03166152,0.07451789,0,Green
249,0.00258877,0.03128200,0.07387017,0,Green
250,0.00221128,0.03155354,0.07405677,0,Green
251,0.00172870,0.03190258,0.07421762,0,Green
252,0.00227777,0.03151710,0.07355703,0,Green
253,0.00189171,0.03179461,0.07375649,0,Green
254,0.00195820,0.03175816,0.07325675,0,Green
255,0.00172441,0.03189097,0.07482233,0,Green
256,0.00140444,0.03213201,0.07452168,0,Green
257,0.00116392,0.03229779,0.07492755,0,Green
258,0.00123694,0.03222661,0.07541718,0,Green
259,0.00091911,0.03244714,0.07573500,0,Green
260,0.00060129,0.03266769,0.07605283,0,Green
261,0.00028346,0.03288822,0.07637065,0,Green
262,0.00054330,0.03272807,0.07555890,0,Green
263,0.00022548,0.03294861,0.07587673,0,Green
264,0.00080744,0.03254926,0.07517236,0,Green
